nodeID,parentID,fullPath,flag
7459,,In-Market > Autos > Makes & Models > BMW > 3-Series > 330, y 
410,,In-Market > Autos > Makes & Models > BMW > 3-Series > 335, y 
372198,,In-Market > Autos > Makes & Models > BMW > 3-Series > ActiveHybrid 3, y 
438,,In-Market > Autos > Makes & Models > BMW > 3-Series > M3, y 
372199,,In-Market > Autos > Makes & Models > BMW > 4-Series, y 
372200,,In-Market > Autos > Makes & Models > BMW > 4-Series > 428, y 
372201,,In-Market > Autos > Makes & Models > BMW > 4-Series > 435, y 
372202,,In-Market > Autos > Makes & Models > BMW > 4-Series > M4, y 
2151,,In-Market > Autos > Makes & Models > BMW > 5-Series, y 
135367,,In-Market > Autos > Makes & Models > BMW > 5-Series > 525, y 
414,,In-Market > Autos > Makes & Models > BMW > 5-Series > 528, y 
7460,,In-Market > Autos > Makes & Models > BMW > 5-Series > 530, y 
416,,In-Market > Autos > Makes & Models > BMW > 5-Series > 535, y 
135368,,In-Market > Autos > Makes & Models > BMW > 5-Series > 540, y 
135369,,In-Market > Autos > Makes & Models > BMW > 5-Series > 545, y 
419,,In-Market > Autos > Makes & Models > BMW > 5-Series > 550, y 
372203,,In-Market > Autos > Makes & Models > BMW > 5-Series > ActiveHybrid 5, y 
442,,In-Market > Autos > Makes & Models > BMW > 5-Series > M5, y 
2241,,In-Market > Autos > Makes & Models > BMW > 6-Series, y 
135370,,In-Market > Autos > Makes & Models > BMW > 6-Series > 645, y 
421,,In-Market > Autos > Makes & Models > BMW > 6-Series > 650, y 
444,,In-Market > Autos > Makes & Models > BMW > 6-Series > M6, y 
2152,,In-Market > Autos > Makes & Models > BMW > 7-Series, y 
83424,,In-Market > Autos > Makes & Models > BMW > 7-Series > 735, y 
103567,,In-Market > Autos > Makes & Models > BMW > 7-Series > 740, y 
83321,,In-Market > Autos > Makes & Models > BMW > 7-Series > 745, y 
422,,In-Market > Autos > Makes & Models > BMW > 7-Series > 750, y 
24135,,In-Market > Autos > Makes & Models > BMW > 7-Series > 760, y 
107872,,In-Market > Autos > Makes & Models > BMW > 7-Series > ActiveHybrid 7, y 
433,,In-Market > Autos > Makes & Models > BMW > 7-Series > Alpina B7, y 
3160,,In-Market > Autos > Makes & Models > BMW > 8-Series, y 
135371,,In-Market > Autos > Makes & Models > BMW > 8-Series > 840, y 
11048,,In-Market > Autos > Makes & Models > BMW > 8-Series > 850, y 
372204,,In-Market > Autos > Makes & Models > BMW > BMWi, y 
372205,,In-Market > Autos > Makes & Models > BMW > BMWi > BMW i3, y 
372206,,In-Market > Autos > Makes & Models > BMW > BMWi > BMW i8, y 
2247,,In-Market > Autos > Makes & Models > BMW > X-Series, y 
103565,,In-Market > Autos > Makes & Models > BMW > X-Series > ActiveHybrid X6, y 
105618,,In-Market > Autos > Makes & Models > BMW > X-Series > X1, y 
447,,In-Market > Autos > Makes & Models > BMW > X-Series > X3, y 
372208,,In-Market > Autos > Makes & Models > BMW > X-Series > X4, y 
448,,In-Market > Autos > Makes & Models > BMW > X-Series > X5, y 
107886,,In-Market > Autos > Makes & Models > BMW > X-Series > X5 M, y 
449,,In-Market > Autos > Makes & Models > BMW > X-Series > X6, y 
107891,,In-Market > Autos > Makes & Models > BMW > X-Series > X6 M, y 
2639,,In-Market > Autos > Makes & Models > BMW > Z Series, y 
123966,,In-Market > Autos > Makes & Models > BMW > Z Series > Z3, y 
453,,In-Market > Autos > Makes & Models > BMW > Z Series > Z4, y 
75262,,In-Market > Autos > Makes & Models > BMW > Z Series > Z8, y 
211,,In-Market > Autos > Makes & Models > Buick, y 
2153,,In-Market > Autos > Makes & Models > Buick > Century, y 
4892,,In-Market > Autos > Makes & Models > Buick > Enclave, y 
372209,,In-Market > Autos > Makes & Models > Buick > Encore, y 
458,,In-Market > Autos > Makes & Models > Buick > LaCrosse, y 
2394,,In-Market > Autos > Makes & Models > Buick > LeSabre, y 
459,,In-Market > Autos > Makes & Models > Buick > Lucerne, y 
2159,,In-Market > Autos > Makes & Models > Buick > Park Avenue, y 
2154,,In-Market > Autos > Makes & Models > Buick > Rainier, y 
24136,,In-Market > Autos > Makes & Models > Buick > Regal, y 
2155,,In-Market > Autos > Makes & Models > Buick > Rendezvous, y 
2675,,In-Market > Autos > Makes & Models > Buick > Riviera, y 
2676,,In-Market > Autos > Makes & Models > Buick > Roadmaster, y 
2678,,In-Market > Autos > Makes & Models > Buick > Skylark, y 
2680,,In-Market > Autos > Makes & Models > Buick > Terraza, y 
372210,,In-Market > Autos > Makes & Models > Buick > Verano, y 
212,,In-Market > Autos > Makes & Models > Cadillac, y 
372211,,In-Market > Autos > Makes & Models > Cadillac > ATS, y 
124068,,In-Market > Autos > Makes & Models > Cadillac > BLS, y 
2684,,In-Market > Autos > Makes & Models > Cadillac > Catera, y 
462,,In-Market > Autos > Makes & Models > Cadillac > CTS, y 
2156,,In-Market > Autos > Makes & Models > Cadillac > de Ville, y 
464,,In-Market > Autos > Makes & Models > Cadillac > DTS, y 
2456,,In-Market > Autos > Makes & Models > Cadillac > Eldorado, y 
372212,,In-Market > Autos > Makes & Models > Cadillac > ELR, y 
2275,,In-Market > Autos > Makes & Models > Cadillac > Escalade, y 
10996,,In-Market > Autos > Makes & Models > Cadillac > Escalade ESV, y 
471,,In-Market > Autos > Makes & Models > Cadillac > Escalade EXT, y 
2686,,In-Market > Autos > Makes & Models > Cadillac > Fleetwood, y 
2396,,In-Market > Autos > Makes & Models > Cadillac > Seville, y 
472,,In-Market > Autos > Makes & Models > Cadillac > SRX, y 
2276,,In-Market > Autos > Makes & Models > Cadillac > STS, y 
28587,,In-Market > Autos > Makes & Models > Cadillac > XLR, y 
372213,,In-Market > Autos > Makes & Models > Cadillac > XTS, y 
213,,In-Market > Autos > Makes & Models > Chevrolet, y 
2165,,In-Market > Autos > Makes & Models > Chevrolet > Astro, y 
73403,,In-Market > Autos > Makes & Models > Chevrolet > Avalanche, y 
2278,,In-Market > Autos > Makes & Models > Chevrolet > Aveo, y 
2689,,In-Market > Autos > Makes & Models > Chevrolet > Beauville, y 
135373,,In-Market > Autos > Makes & Models > Chevrolet > Beretta, y 
2167,,In-Market > Autos > Makes & Models > Chevrolet > Blazer, y 
2690,,In-Market > Autos > Makes & Models > Chevrolet > C/K, y 
11065,,In-Market > Autos > Makes & Models > Chevrolet > C/K > 1500, y 
73485,,In-Market > Autos > Makes & Models > Chevrolet > C/K > 2500, y 
73486,,In-Market > Autos > Makes & Models > Chevrolet > C/K > 3500, y 
6737,,In-Market > Autos > Makes & Models > Chevrolet > Camaro, y 
2168,,In-Market > Autos > Makes & Models > Chevrolet > Caprice, y 
123978,,In-Market > Autos > Makes & Models > Chevrolet > Captiva, y 
2398,,In-Market > Autos > Makes & Models > Chevrolet > Cavalier, y 
372389,,In-Market > Autos > Makes & Models > Chevrolet > City Express, y 
372390,,In-Market > Autos > Makes & Models > Chevrolet > Classic, y 
487,,In-Market > Autos > Makes & Models > Chevrolet > Cobalt, y 
488,,In-Market > Autos > Makes & Models > Chevrolet > Colorado, y 
3066,,In-Market > Autos > Makes & Models > Chevrolet > Corsica, y 
489,,In-Market > Autos > Makes & Models > Chevrolet > Corvette, y 
26513,,In-Market > Autos > Makes & Models > Chevrolet > Cruze, y 
134623,,In-Market > Autos > Makes & Models > Chevrolet > Epica, y 
490,,In-Market > Autos > Makes & Models > Chevrolet > Equinox, y 
491,,In-Market > Autos > Makes & Models > Chevrolet > Express, y 
133056,,In-Market > Autos > Makes & Models > Chevrolet > Express > 1500, y 
133057,,In-Market > Autos > Makes & Models > Chevrolet > Express > 2500, y 
133058,,In-Market > Autos > Makes & Models > Chevrolet > Express > 3500, y 
2465,,In-Market > Autos > Makes & Models > Chevrolet > G-Series, y 
492,,In-Market > Autos > Makes & Models > Chevrolet > HHR, y 
493,,In-Market > Autos > Makes & Models > Chevrolet > HHR Panel, y 
494,,In-Market > Autos > Makes & Models > Chevrolet > Impala, y 
134624,,In-Market > Autos > Makes & Models > Chevrolet > Kalos, y 
2691,,In-Market > Autos > Makes & Models > Chevrolet > Lumina, y 
2693,,In-Market > Autos > Makes & Models > Chevrolet > Lumina APV, y 
372391,,In-Market > Autos > Makes & Models > Chevrolet > LUV, y 
2279,,In-Market > Autos > Makes & Models > Chevrolet > Malibu, y 
123979,,In-Market > Autos > Makes & Models > Chevrolet > Matiz, y 
2469,,In-Market > Autos > Makes & Models > Chevrolet > Metro, y 
2169,,In-Market > Autos > Makes & Models > Chevrolet > Monte Carlo, y 
134625,,In-Market > Autos > Makes & Models > Chevrolet > Nubira, y 
123833,,In-Market > Autos > Makes & Models > Chevrolet > Optra, y 
134626,,In-Market > Autos > Makes & Models > Chevrolet > Orlando, y 
372392,,In-Market > Autos > Makes & Models > Chevrolet > P-Series, y 
2695,,In-Market > Autos > Makes & Models > Chevrolet > Prizm, y 
2467,,In-Market > Autos > Makes & Models > Chevrolet > S-10, y 
2171,,In-Market > Autos > Makes & Models > Chevrolet > Silverado, y 
498,,In-Market > Autos > Makes & Models > Chevrolet > Silverado > 1500, y 
372397,,In-Market > Autos > Makes & Models > Chevrolet > Silverado > 1500 Hybrid, y 
73471,,In-Market > Autos > Makes & Models > Chevrolet > Silverado > 2500, y 
73457,,In-Market > Autos > Makes & Models > Chevrolet > Silverado > 3500, y 
135375,,In-Market > Autos > Makes & Models > Chevrolet > Sonic, y 
103579,,In-Market > Autos > Makes & Models > Chevrolet > Spark, y 
372393,,In-Market > Autos > Makes & Models > Chevrolet > Spark EV, y 
372394,,In-Market > Autos > Makes & Models > Chevrolet > Spectrum, y 
372395,,In-Market > Autos > Makes & Models > Chevrolet > SS, y 
2699,,In-Market > Autos > Makes & Models > Chevrolet > SSR, y 
2173,,In-Market > Autos > Makes & Models > Chevrolet > Suburban, y 
134627,,In-Market > Autos > Makes & Models > Chevrolet > Tacuma, y 
2280,,In-Market > Autos > Makes & Models > Chevrolet > Tahoe, y 
2175,,In-Market > Autos > Makes & Models > Chevrolet > Tracker, y 
3663,,In-Market > Autos > Makes & Models > Chevrolet > TrailBlazer, y 
2700,,In-Market > Autos > Makes & Models > Chevrolet > Traverse, y 
372396,,In-Market > Autos > Makes & Models > Chevrolet > Trax, y 
507,,In-Market > Autos > Makes & Models > Chevrolet > Uplander, y 
2472,,In-Market > Autos > Makes & Models > Chevrolet > Venture, y 
12536,,In-Market > Autos > Makes & Models > Chevrolet > Volt, y 
214,,In-Market > Autos > Makes & Models > Chrysler, y 
70035,,In-Market > Autos > Makes & Models > Chrysler > 200, y 
2402,,In-Market > Autos > Makes & Models > Chrysler > 300, y 
534,,In-Market > Autos > Makes & Models > Chrysler > 300C, y 
133565,,In-Market > Autos > Makes & Models > Chrysler > 300M, y 
4819,,In-Market > Autos > Makes & Models > Chrysler > Aspen, y 
2702,,In-Market > Autos > Makes & Models > Chrysler > Cirrus, y 
2474,,In-Market > Autos > Makes & Models > Chrysler > Concorde, y 
4733,,In-Market > Autos > Makes & Models > Chrysler > Crossfire, y 
2716,,In-Market > Autos > Makes & Models > Chrysler > Grand Voyager, y 
2709,,In-Market > Autos > Makes & Models > Chrysler > LeBaron, y 
2710,,In-Market > Autos > Makes & Models > Chrysler > LHS, y 
2711,,In-Market > Autos > Makes & Models > Chrysler > New Yorker, y 
3664,,In-Market > Autos > Makes & Models > Chrysler > Pacifica, y 
2713,,In-Market > Autos > Makes & Models > Chrysler > Prowler, y 
538,,In-Market > Autos > Makes & Models > Chrysler > PT Cruiser, y 
539,,In-Market > Autos > Makes & Models > Chrysler > Sebring, y 
2715,,In-Market > Autos > Makes & Models > Chrysler > TEVan, y 
540,,In-Market > Autos > Makes & Models > Chrysler > Town & Country, y 
133557,,In-Market > Autos > Makes & Models > Chrysler > Voyager, y 
7462,,In-Market > Autos > Makes & Models > Citroen, y 
123981,,In-Market > Autos > Makes & Models > Citroen > AX, y 
123834,,In-Market > Autos > Makes & Models > Citroen > Berlingo, y 
135895,,In-Market > Autos > Makes & Models > Citroen > C-Crosser, y 
123835,,In-Market > Autos > Makes & Models > Citroen > C1, y 
123982,,In-Market > Autos > Makes & Models > Citroen > C2, y 
123836,,In-Market > Autos > Makes & Models > Citroen > C3, y 
7463,,In-Market > Autos > Makes & Models > Citroen > C4, y 
123837,,In-Market > Autos > Makes & Models > Citroen > C5, y 
123983,,In-Market > Autos > Makes & Models > Citroen > C6, y 
135890,,In-Market > Autos > Makes & Models > Citroen > C8, y 
123762,,In-Market > Autos > Makes & Models > Citroen > DS3, y 
135891,,In-Market > Autos > Makes & Models > Citroen > DS4, y 
135896,,In-Market > Autos > Makes & Models > Citroen > Evasion, y 
135892,,In-Market > Autos > Makes & Models > Citroen > Jumper, y 
124310,,In-Market > Autos > Makes & Models > Citroen > Jumpy, y 
135893,,In-Market > Autos > Makes & Models > Citroen > Nemo, y 
109045,,In-Market > Autos > Makes & Models > Citroen > Saxo, y 
135894,,In-Market > Autos > Makes & Models > Citroen > Xantia, y 
123984,,In-Market > Autos > Makes & Models > Citroen > XM, y 
123838,,In-Market > Autos > Makes & Models > Citroen > Xsara, y 
123839,,In-Market > Autos > Makes & Models > Dacia, y 
123985,,In-Market > Autos > Makes & Models > Dacia > Duster, y 
123840,,In-Market > Autos > Makes & Models > Dacia > Logan, y 
124305,,In-Market > Autos > Makes & Models > Dacia > Sandero, y 
215,,In-Market > Autos > Makes & Models > Daewoo, y 
126786,,In-Market > Autos > Makes & Models > Daewoo > Cielo, y 
126787,,In-Market > Autos > Makes & Models > Daewoo > Espero, y 
107911,,In-Market > Autos > Makes & Models > Daewoo > Evanda, y 
135897,,In-Market > Autos > Makes & Models > Daewoo > Kalos, y 
5371,,In-Market > Autos > Makes & Models > Daewoo > Lanos, y 
3063,,In-Market > Autos > Makes & Models > Daewoo > Leganza, y 
108613,,In-Market > Autos > Makes & Models > Daewoo > Matiz, y 
11061,,In-Market > Autos > Makes & Models > Daewoo > Nubira, y 
135898,,In-Market > Autos > Makes & Models > Daewoo > Tacuma, y 
67782,,In-Market > Autos > Makes & Models > Daihatsu, y 
67783,,In-Market > Autos > Makes & Models > Daihatsu > Charade, y 
135899,,In-Market > Autos > Makes & Models > Daihatsu > Cuore, y 
135900,,In-Market > Autos > Makes & Models > Daihatsu > Feroza, y 
123764,,In-Market > Autos > Makes & Models > Daihatsu > Materia, y 
124311,,In-Market > Autos > Makes & Models > Daihatsu > Move, y 
123841,,In-Market > Autos > Makes & Models > Daihatsu > Rocky, y 
123987,,In-Market > Autos > Makes & Models > Daihatsu > Sirion, y 
107986,,In-Market > Autos > Makes & Models > Daihatsu > Terios, y 
123988,,In-Market > Autos > Makes & Models > Daihatsu > YRV, y 
216,,In-Market > Autos > Makes & Models > Dodge, y 
552,,In-Market > Autos > Makes & Models > Dodge > Avenger, y 
107905,,In-Market > Autos > Makes & Models > Dodge > B-Series, y 
553,,In-Market > Autos > Makes & Models > Dodge > Caliber, y 
559,,In-Market > Autos > Makes & Models > Dodge > Caravan, y 
555,,In-Market > Autos > Makes & Models > Dodge > Challenger, y 
556,,In-Market > Autos > Makes & Models > Dodge > Charger, y 
2722,,In-Market > Autos > Makes & Models > Dodge > Colt, y 
372409,,In-Market > Autos > Makes & Models > Dodge > D-50, y 
123842,,In-Market > Autos > Makes & Models > Dodge > Dakota, y 
372164,,In-Market > Autos > Makes & Models > Dodge > Dart, y 
73409,,In-Market > Autos > Makes & Models > Dodge > Durango, y 
2476,,In-Market > Autos > Makes & Models > Dodge > Intrepid, y 
560,,In-Market > Autos > Makes & Models > Dodge > Journey, y 
4684,,In-Market > Autos > Makes & Models > Dodge > Magnum, y 
2179,,In-Market > Autos > Makes & Models > Dodge > Neon, y 
562,,In-Market > Autos > Makes & Models > Dodge > Nitro, y 
2733,,In-Market > Autos > Makes & Models > Dodge > Shadow, y 
2734,,In-Market > Autos > Makes & Models > Dodge > Spirit, y 
123844,,In-Market > Autos > Makes & Models > Dodge > Sprinter, y 
568,,In-Market > Autos > Makes & Models > Dodge > Sprinter Wagon, y 
2181,,In-Market > Autos > Makes & Models > Dodge > SRT-4, y 
2736,,In-Market > Autos > Makes & Models > Dodge > Stealth, y 
2184,,In-Market > Autos > Makes & Models > Dodge > Stratus, y 
2737,,In-Market > Autos > Makes & Models > Dodge > Super Bee, y 
73414,,In-Market > Autos > Makes & Models > Dodge > Viper, y 
2288,,In-Market > Autos > Makes & Models > Eagle, y 
2748,,In-Market > Autos > Makes & Models > Eagle > Summit, y 
2478,,In-Market > Autos > Makes & Models > Eagle > Talon, y 
2749,,In-Market > Autos > Makes & Models > Eagle > Vision, y 
2289,,In-Market > Autos > Makes & Models > Fiat, y 
70034,,In-Market > Autos > Makes & Models > Fiat > 500, y 
375410,,In-Market > Autos > Makes & Models > Fiat > 500C, y 
375409,,In-Market > Autos > Makes & Models > Fiat > 500e, y 
375411,,In-Market > Autos > Makes & Models > Fiat > 500L, y 
179541,,In-Market > Autos > Makes & Models > Fiat > Abarth, y 
135901,,In-Market > Autos > Makes & Models > Fiat > Barchetta, y 
107987,,In-Market > Autos > Makes & Models > Fiat > Bravo, y 
108616,,In-Market > Autos > Makes & Models > Fiat > Cinquecento, y 
123989,,In-Market > Autos > Makes & Models > Fiat > Croma, y 
123845,,In-Market > Autos > Makes & Models > Fiat > Doblo, y 
123766,,In-Market > Autos > Makes & Models > Fiat > Ducato, y 
135902,,In-Market > Autos > Makes & Models > Fiat > Fiorino, y 
123767,,In-Market > Autos > Makes & Models > Fiat > Grande Punto, y 
135905,,In-Market > Autos > Makes & Models > Fiat > Idea, y 
135906,,In-Market > Autos > Makes & Models > Fiat > Marea, y 
123768,,In-Market > Autos > Makes & Models > Fiat > Multipla, y 
123847,,In-Market > Autos > Makes & Models > Fiat > Panda, y 
123846,,In-Market > Autos > Makes & Models > Fiat > Punto, y 
135907,,In-Market > Autos > Makes & Models > Fiat > Qubo, y 
123770,,In-Market > Autos > Makes & Models > Fiat > Scudo, y 
135908,,In-Market > Autos > Makes & Models > Fiat > Sedici, y 
124070,,In-Market > Autos > Makes & Models > Fiat > Seicento, y 
123771,,In-Market > Autos > Makes & Models > Fiat > Stilo, y 
372414,,In-Market > Autos > Makes & Models > Fiat > Strada, y 
135909,,In-Market > Autos > Makes & Models > Fiat > Tipo, y 
135910,,In-Market > Autos > Makes & Models > Fiat > Ulysse, y 
105688,,In-Market > Autos > Makes & Models > Fisker, y 
105689,,In-Market > Autos > Makes & Models > Fisker > Karma, y 
218,,In-Market > Autos > Makes & Models > Ford, y 
2480,,In-Market > Autos > Makes & Models > Ford > Aerostar, y 
2751,,In-Market > Autos > Makes & Models > Ford > Aspire, y 
2407,,In-Market > Autos > Makes & Models > Ford > Bronco, y 
107967,,In-Market > Autos > Makes & Models > Ford > C-Max, y 
40495,,In-Market > Autos > Makes & Models > Ford > Capri, y 
2752,,In-Market > Autos > Makes & Models > Ford > Contour, y 
135911,,In-Market > Autos > Makes & Models > Ford > Cougar, y 
2753,,In-Market > Autos > Makes & Models > Ford > Courier, y 
2409,,In-Market > Autos > Makes & Models > Ford > Crown Victoria, y 
73432,,In-Market > Autos > Makes & Models > Ford > Econoline, y 
103584,,In-Market > Autos > Makes & Models > Ford > Econoline > E-150, y 
103585,,In-Market > Autos > Makes & Models > Ford > Econoline > E-250, y 
103586,,In-Market > Autos > Makes & Models > Ford > Econoline > E-350, y 
592,,In-Market > Autos > Makes & Models > Ford > Edge, y 
593,,In-Market > Autos > Makes & Models > Ford > Escape, y 
2186,,In-Market > Autos > Makes & Models > Ford > Escort, y 
2482,,In-Market > Autos > Makes & Models > Ford > Excursion, y 
595,,In-Market > Autos > Makes & Models > Ford > Expedition, y 
597,,In-Market > Autos > Makes & Models > Ford > Explorer, y 
73489,,In-Market > Autos > Makes & Models > Ford > Explorer Sport, y 
598,,In-Market > Autos > Makes & Models > Ford > Explorer Sport Trac, y 
103587,,In-Market > Autos > Makes & Models > Ford > F-Series, y 
599,,In-Market > Autos > Makes & Models > Ford > F-Series > F-150, y 
24137,,In-Market > Autos > Makes & Models > Ford > F-Series > Super Duty, y 
601,,In-Market > Autos > Makes & Models > Ford > F-Series > Super Duty > F-250, y 
602,,In-Market > Autos > Makes & Models > Ford > F-Series > Super Duty > F-350, y 
603,,In-Market > Autos > Makes & Models > Ford > F-Series > Super Duty > F-450, y 
123119,,In-Market > Autos > Makes & Models > Ford > F-Series > Super Duty > F-550, y 
372416,,In-Market > Autos > Makes & Models > Ford > F-Series > Super Duty > F-650, y 
372415,,In-Market > Autos > Makes & Models > Ford > F-Series > SVT Raptor, y 
